Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ATP Biosynthetic Process (GO:0006754)	14/25	3.4762771545180887E-25	2.356915910763264E-22	0	0	223.70716009654063	12598.888694125297	ATP5PF;ATP5PD;ATP5PB;ATP5MC2;ATP5MC3;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5F1A;ATP5F1B;ATP5MG;ATP5MF;ATP5ME
Proton Motive Force-Driven ATP Synthesis (GO:0015986)	13/60	5.83856606154625E-17	1.9792738948641787E-14	0	0	48.10339678984696	1798.079061187454	ATP5PF;ATP5PD;ATP5PB;ATP5MC2;ATP5MC3;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5F1B;ATP5MG;ATP5MF;ATP5ME
Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776)	10/53	1.1509828809352928E-12	2.6012213109137616E-10	0	0	39.41562313655337	1083.5514378136982	ATP5PF;ATP5F1B;ATP5PD;ATP5PB;ATP5F1C;ATP5MG;ATP5F1D;ATP5MF;ATP5F1E;ATP5ME
Oxidative Phosphorylation (GO:0006119)	10/63	7.152432140642716E-12	1.2123372478389403E-9	0	0	31.96258667956781	820.2740377234484	ATP5PF;ATP5F1B;ATP5PD;ATP5PB;ATP5F1C;ATP5MG;ATP5F1D;ATP5MF;ATP5F1E;ATP5ME
Purine Ribonucleoside Triphosphate Biosynthetic Process (GO:0009206)	3/10	2.904410440437984E-5	0.003938380557233907	0	0	68.66129032258064	717.2835611734538	ATP5F1A;ATP5F1B;ATP5F1C
Negative Regulation Of miRNA-mediated Gene Silencing (GO:0060965)	2/7	8.227840077854161E-4	0.09297459287975202	0	0	63.5776	451.58004771742975	ELOB;ELOC
ATP Metabolic Process (GO:0046034)	3/34	0.0012958118205982142	0.1255086306236556	0	0	15.485431841831426	102.95671920508047	ATP5F1A;ATP5F1B;ATP5F1C
miRNA Catabolic Process (GO:0010587)	2/10	0.001741231214115014	0.14756934539624741	0	0	39.73	252.41115890469297	ELOB;ELOC
Response To Glucose (GO:0009749)	3/46	0.003110125662594884	0.22839802619931512	0	0	11.157164291072768	64.4113375585903	SELENOS;RACK1;SELENOT
Proton Transmembrane Transport (GO:1902600)	3/49	0.0037229910274913804	0.22839802619931512	0	0	10.427945301542778	58.32587453890055	ATP5F1B;ATP6V0C;ATP5MF
Endoplasmic Reticulum To Cytosol Transport (GO:1903513)	2/15	0.003979347942816952	0.22839802619931512	0	0	24.443076923076923	135.0880208104625	SELENOS;UFD1
Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862)	2/16	0.004528998380373773	0.22839802619931512	0	0	22.696	122.49608749697616	YES1;SELENOS
Regulation Of Establishment Of Cell Polarity (GO:2000114)	2/17	0.005111625196817337	0.22839802619931512	0	0	21.181866666666668	111.76056733723074	RIPOR2;RACK1
Retrograde Protein Transport, ER To Cytosol (GO:0030970)	2/17	0.005111625196817337	0.22839802619931512	0	0	21.181866666666668	111.76056733723074	SELENOS;UFD1
Purine Ribonucleotide Biosynthetic Process (GO:0009152)	3/55	0.005157136994015702	0.22839802619931512	0	0	9.221929280397022	48.57534775107655	ATP5F1A;ATP5F1B;ATP5F1C
Regulation Of Establishment Or Maintenance Of Cell Polarity (GO:0032878)	2/18	0.005726794167239465	0.22839802619931512	0	0	19.857	102.51373602728555	RIPOR2;RACK1
Regulation Of RIG-I Signaling Pathway (GO:0039535)	2/18	0.005726794167239465	0.22839802619931512	0	0	19.857	102.51373602728555	UFD1;NOP53
Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)	4/123	0.00787438192311992	0.29660171910418365	0	0	5.3983739837398375	26.150482498484745	EGR3;NR4A3;NME2;AREG
Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431)	2/22	0.008504350155564217	0.30347102134065995	0	0	15.8824	75.7142193446179	YES1;NR4A3
Protein Exit From Endoplasmic Reticulum (GO:0032527)	2/24	0.01007738998241015	0.32488415316619973	0	0	14.437090909090909	66.37396212190897	SELENOS;UFD1
Response To Hexose (GO:0009746)	2/24	0.01007738998241015	0.32488415316619973	0	0	14.437090909090909	66.37396212190897	SELENOS;SELENOT
Negative Regulation Of Response To Endoplasmic Reticulum Stress (GO:1903573)	2/25	0.010908536570646618	0.32488415316619973	0	0	13.808695652173913	62.39058159947264	SELENOS;RACK1
Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176)	2/26	0.011768896591017278	0.32488415316619973	0	0	13.232666666666667	58.78341042138074	ZGPAT;AREG
Regulation Of Keratinocyte Differentiation (GO:0045616)	2/26	0.011768896591017278	0.32488415316619973	0	0	13.232666666666667	58.78341042138074	NME2;AQP3
