"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","comparison","status"
"MTRNR2L12",0,4.18409611381678,0.607,0.193,0,"MTRNR2L12","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"mCD8",3.5321050692073e-229,17.5024141130577,0.095,0,9.78887598880112e-225,"mCD8","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"non-CD3",3.53210511990416e-229,18.2885876866673,0.095,0,9.78887612930238e-225,"non-CD3","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"mTreg",3.5321051706002e-229,18.9313928648316,0.095,0,9.78887626980139e-225,"mTreg","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"mCD4",3.5321051706002e-229,20.7253883596723,0.095,0,9.78887626980139e-225,"mCD4","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5F1E",3.65624881006506e-196,14.3708562832727,0.081,0,1.01329279522143e-191,"ATP5F1E","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5MC2",3.16398658206606e-185,13.3451901862483,0.077,0,8.76867241353787e-181,"ATP5MC2","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"RACK1",3.44213794531345e-180,13.2447153653053,0.075,0,9.53954110164171e-176,"RACK1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5MG",6.96778294493313e-169,12.7047100232591,0.07,0,1.93105136535877e-164,"ATP5MG","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ELOB",1.87945654181816e-163,12.5473263349158,0.068,0,5.20872585999485e-159,"ELOB","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5ME",8.45889983387455e-130,11.6704915748492,0.054,0,2.34429949995999e-125,"ATP5ME","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5F1D",6.88676865875623e-120,11.5950876457045,0.05,0,1.9085990660877e-115,"ATP5F1D","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5MF",1.779787806603e-119,11.4400776361488,0.05,0,4.93250392721956e-115,"ATP5MF","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"VSIR",2.6353650992299e-106,11.2387454617042,0.044,0,7.30365083600576e-102,"VSIR","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5MPL",1.74746352984267e-105,11.2436857580934,0.044,0,4.84292042660598e-101,"ATP5MPL","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP2B1-AS1",4.49906525166025e-105,11.4460652493205,0.044,0,1.24687094384512e-100,"ATP2B1-AS1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5MD",2.22571809994917e-101,10.9681470712521,0.042,0,6.16835514219912e-97,"ATP5MD","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"FYB1",1.0916722829148e-97,11.2196673482113,0.041,0,3.02546056487009e-93,"FYB1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"CD45RA-TotalSeqC",2.8049979979831e-97,15.5255764766109,0.04,0,7.77377145161036e-93,"CD45RA-TotalSeqC","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"CD4-TotalSeqC",2.8049979979831e-97,16.7611234776547,0.04,0,7.77377145161036e-93,"CD4-TotalSeqC","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"CD8a-TotalSeqC",2.8049979979831e-97,16.4784730771237,0.04,0,7.77377145161036e-93,"CD8a-TotalSeqC","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"IgG2b-ISO-TotalSeqC",2.8049979979831e-97,16.0027500251107,0.04,0,7.77377145161036e-93,"IgG2b-ISO-TotalSeqC","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"CD25-TotalSeqC",2.80499801737734e-97,17.3209027212268,0.04,0,7.77377150535956e-93,"CD25-TotalSeqC","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"CD127-TotalSeqC",2.80499801737734e-97,15.8930182884176,0.04,0,7.77377150535956e-93,"CD127-TotalSeqC","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"CD279-TotalSeqC",2.80499801737734e-97,16.8172788996798,0.04,0,7.77377150535956e-93,"CD279-TotalSeqC","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"HLA-DR-TotalSeqC",2.80499801737734e-97,17.2630539348183,0.04,0,7.77377150535956e-93,"HLA-DR-TotalSeqC","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"IgG1-ISO-TotalSeqC",2.80499801737734e-97,17.2606695256828,0.04,0,7.77377150535956e-93,"IgG1-ISO-TotalSeqC","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"IgG2a-ISO-TotalSeqC",2.80499801737734e-97,16.3075858810612,0.04,0,7.77377150535956e-93,"IgG2a-ISO-TotalSeqC","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5PD",8.97785250314979e-93,10.8379549574074,0.039,0,2.48812204272293e-88,"ATP5PD","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"SELENOH",1.68373496953576e-89,10.6985786151365,0.037,0,4.66630309457141e-85,"SELENOH","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"STMP1",1.63152107092933e-80,10.4664258214224,0.033,0,4.52159749597355e-76,"STMP1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"REX1BD",1.06776292205879e-79,10.5731668620724,0.033,0,2.95919816219373e-75,"REX1BD","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP6V0C",2.18907722358843e-79,3.84729532537311,0.06,0.01,6.06680861745297e-75,"ATP6V0C","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"COPS9",4.56791447847595e-78,10.3460842703441,0.032,0,1.26595181856483e-73,"COPS9","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5MC3",1.16794011018239e-77,10.4579881659784,0.032,0,3.23682922135949e-73,"ATP5MC3","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5PF",2.98593285869381e-77,10.3813939486208,0.032,0,8.27521432458402e-73,"ATP5PF","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"SELENOW",2.98593287922885e-77,10.3724187352537,0.032,0,8.27521438149484e-73,"SELENOW","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5PB",1.0619393940212e-68,10.0943458045659,0.028,0,2.94305883659034e-64,"ATP5PB","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"SEM1",1.23470347315308e-64,10.1197760140107,0.027,0,3.42185720549645e-60,"SEM1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5IF1",1.2347034900815e-64,10.022034618854,0.027,0,3.42185725241188e-60,"ATP5IF1","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"SELENOK",8.6096902091076e-62,9.98741967382862,0.026,0,2.38608954455208e-57,"SELENOK","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5F1C",1.42234699009204e-60,9.88402571220102,0.025,0,3.94189244834109e-56,"ATP5F1C","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
"ATP5F1B",1.42234699009204e-60,10.0143441835102,0.025,0,3.94189244834109e-56,"ATP5F1B","AS_Group_CD8T_vs_Healthy_CD8T","upregulated in diseased group"
