Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Oxidative Phosphorylation WP623	13/60	5.83856606154625E-17	5.021166812929775E-15	0	0	48.10339678984696	1798.079061187454	ATP5PF;ATP5PD;ATP5PB;ATP5MC2;ATP5MC3;ATP5F1D;ATP5F1E;ATP5MC1;ATP5F1A;ATP5F1B;ATP5MG;ATP5MF;ATP5ME
Electron Transport Chain OXPHOS System In Mitochondria WP111	15/105	1.6197852780643666E-16	6.965076695676776E-15	0	0	29.438988095238095	1070.374166822124	ATP5PF;ATP5PD;ATP5PB;ATP5MC2;ATP5MC3;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5IF1;ATP5F1A;ATP5F1B;ATP5MG;ATP5MF;ATP5ME
7Q11 23 Copy Number Variation Syndrome WP4932	8/104	3.2736514261236475E-7	9.384467421554457E-6	0	0	13.849439775910364	206.80246121031706	ATP5F1A;ATP5F1B;ATP5PB;ATP5MC2;ATP5MC3;ATP5F1D;ATP5F1E;ATP5MC1
Selenium Metabolism And Selenoproteins WP28	6/47	5.05005990391521E-7	1.0857628793417702E-5	0	0	23.98548679701673	347.75827058247387	SELENOS;SELENOW;SELENOF;SELENOT;SELENOK;SELENOH
Selenium Micronutrient Network WP15	6/86	1.8068702415042692E-5	3.107816815387343E-4	0	0	12.268388429752067	133.98710958899076	SELENOS;SELENOW;SELENOF;SELENOT;SELENOK;SELENOH
Dual Hijack Model Of Vif In HIV Infection WP3300	2/8	0.0010924869820753854	0.013421982922640449	0	0	52.97866666666667	361.2773446106595	ELOB;ELOC
Hijack Of Ubiquitination By SARS CoV 2 WP4860	2/8	0.0010924869820753854	0.013421982922640449	0	0	52.97866666666667	361.2773446106595	ELOB;ELOC
Modulators Of TCR Signaling And T Cell Activation WP5072	3/61	0.006882562035552263	0.07398754188218683	0	0	8.26543381535039	41.15164686560564	CD5;SH2D1A;ELOB
Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218	3/74	0.011680616468498167	0.11161477958787137	0	0	6.747614720581554	30.025701456328676	IFITM1;SH2D1A;MFGE8
Type 2 Papillary Renal Cell Carcinoma WP4241	2/34	0.019656438898232948	0.16904537452480334	0	0	9.9205	38.981119800380284	ELOB;ELOC
SARS CoV 2 Innate Immunity Evasion And Cell Immune Response WP5039	2/66	0.06596506024271376	0.4408014916332474	0	0	4.95225	13.463335751252547	IFITM1;CXCL3
Glucocorticoid Receptor Pathway WP2880	2/70	0.07307837957125504	0.4408014916332474	0	0	4.66	12.191597880198492	SPRY1;MFGE8
Development Of Pulmonary Dendritic Cells And Macrophage Subsets WP3892	1/13	0.07949958565386017	0.4408014916332474	0	0	13.135582010582011	33.25933922123504	FLT3LG
Mammary Gland Development Pathway Puberty Stage 2 Of 4 WP2814	1/13	0.07949958565386017	0.4408014916332474	0	0	13.135582010582011	33.25933922123504	AREG
Mod Of PI3K Akt mTOR Signaling By Bioactive Sphingolipids WP5192	1/14	0.08534855435846095	0.4408014916332474	0	0	12.124542124542124	29.838640846336183	S1PR1
ID Signaling WP53	1/16	0.09693610064865357	0.4408014916332474	0	0	10.506878306878306	24.519936301690542	ID3
Hedgehog Signaling WP47	1/16	0.09693610064865357	0.4408014916332474	0	0	10.506878306878306	24.519936301690542	GRK2
Small Ligand GPCRs WP247	1/19	0.11404487972500815	0.4408014916332474	0	0	8.754409171075837	19.007251259887777	S1PR1
Hypertrophy Model WP516	1/20	0.11967603541200228	0.4408014916332474	0	0	8.293233082706767	17.606259261193085	NR4A3
Immune Response To Tuberculosis WP4197	1/22	0.13083203417369998	0.4408014916332474	0	0	7.502645502645502	15.259187734338411	IFITM1
NRF2 ARE Regulation WP4357	1/23	0.13635732018313024	0.4408014916332474	0	0	7.161255411255412	14.268633005851834	YES1
VEGFA VEGFR2 Signaling WP3888	5/430	0.13894393115387463	0.4408014916332474	0	0	1.8754098360655738	3.7014678876293114	EGR3;NR4A3;RACK1;S1PR1;ELOC
Kynurenine Pathway And Links To Cell Senescence WP5044	1/24	0.14184775694773202	0.4408014916332474	0	0	6.849551414768806	13.37718028791238	IL1R2
S1P Receptor Signal Transduction WP26	1/25	0.14730356254207275	0.4408014916332474	0	0	6.563822751322752	12.571425654229188	S1PR1
HDAC6 Interactions In The Central Nervous System WP5426	2/112	0.1590919044883197	0.4408014916332474	0	0	2.8746181818181817	5.284333644642405	GRK2;MIF
Angiotensin II Receptor Type 1 Pathway WP5036	1/28	0.16346535253986855	0.4408014916332474	0	0	5.833627278071723	10.565598675259062	RACK1
Sphingolipid Metabolism In Senescence WP5121	1/28	0.16346535253986855	0.4408014916332474	0	0	5.833627278071723	10.565598675259062	S1PR1
Nanoparticle Mediated Activation Of Receptor Signaling WP2643	1/28	0.16346535253986855	0.4408014916332474	0	0	5.833627278071723	10.565598675259062	AREG
Extracellular Vesicle Mediated Signaling In Recipient Cells WP2870	1/29	0.1687847870526419	0.4408014916332474	0	0	5.625	10.007610890498011	MFGE8
GDNF RET Signaling Axis WP4830	1/30	0.1740706605220296	0.4408014916332474	0	0	5.430760810071155	9.494566361812383	SPRY1
16P11 2 Distal Deletion Syndrome WP4950	1/31	0.17932318303095868	0.4408014916332474	0	0	5.249470899470899	9.021560154796335	IFITM1
Metabolic Pathways Of Fibroblasts WP5312	1/32	0.18454256336245353	0.4408014916332474	0	0	5.0798771121351765	8.584358078442884	ADAMTS2
Development And Heterogeneity Of The ILC Family WP3893	1/32	0.18454256336245353	0.4408014916332474	0	0	5.0798771121351765	8.584358078442884	AREG
Type I Collagen Synthesis Osteogenesis Imperfecta WP4786	1/33	0.1897290089475027	0.4408014916332474	0	0	4.920882936507937	8.179287368969138	ADAMTS2
Prostaglandin Signaling WP5088	1/33	0.1897290089475027	0.4408014916332474	0	0	4.920882936507937	8.179287368969138	AREG
Leukocyte Intrinsic Hippo Pathway Functions WP4542	1/34	0.19488272597929399	0.4408014916332474	0	0	4.7715247715247715	7.80314789859015	FYB1
Overview Of Proinflammatory And Profibrotic Mediators WP5095	2/129	0.19767592970566816	0.4408014916332474	0	0	2.4876850393700787	4.032851662925729	CXCL3;AREG
Adipogenesis WP236	2/131	0.20229320513879082	0.4408014916332474	0	0	2.4488682170542635	3.9133823212064436	ID3;MIF
Host Pathogen Interaction Of Human Coronaviruses MAPK Signaling WP4877	1/36	0.20509279269101896	0.4408014916332474	0	0	4.498412698412698	7.126802647024788	IFITM1
Genetic Causes Of Porto Sinusoidal Vascular Disease WP5269	1/37	0.21014954833678073	0.4408014916332474	0	0	4.3732363315696645	6.82196820750072	CYBC1
Thymic Stromal Lymphopoietin TSLP Signaling WP2203	1/37	0.21014954833678073	0.4408014916332474	0	0	4.3732363315696645	6.82196820750072	YES1
