Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
B Cell Receptor Signaling Pathway (GO:0050853)	5/46	0.002452718484332148	0.949896871788752	0	0	5.871680884296528	35.29208018081019	IGHG3;IGHG4;IGKC;IGLC3;IGHA1
Kidney Morphogenesis (GO:0060993)	2/5	0.004043194676804071	0.949896871788752	0	0	31.925020374898125	175.92985268317423	NPHP3;SOX4
Skeletal Muscle Thin Filament Assembly (GO:0030240)	2/6	0.005982532245520884	0.949896871788752	0	0	23.942542787286065	122.55975397913024	LMOD3;TTN
Retina Homeostasis (GO:0001895)	4/39	0.00819412428817528	0.949896871788752	0	0	5.49076869076869	26.379508295686016	IGHG3;IGKC;IGHA1;JCHAIN
Skeletal Myofibril Assembly (GO:0014866)	2/8	0.010867266771756888	0.949896871788752	0	0	15.960065199674002	72.17141573319465	LMOD3;TTN
Positive Regulation Of Respiratory Burst (GO:0060267)	2/8	0.010867266771756888	0.949896871788752	0	0	15.960065199674002	72.17141573319465	IGHA1;JCHAIN
Motor Neuron Axon Guidance (GO:0008045)	2/9	0.013783652906189468	0.949896871788752	0	0	13.679357317499127	58.606086999782676	PLXNA3;RNF165
Regulation Of Respiratory Burst (GO:0060263)	2/10	0.01699746403932139	0.949896871788752	0	0	11.96882640586797	48.76927067533784	IGHA1;JCHAIN
Regulation Of Cell Activation (GO:0050865)	2/11	0.02049530568366262	0.949896871788752	0	0	10.638413474599293	41.35746441172454	GNAQ;TXK
Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912)	4/51	0.020559768965729905	0.949896871788752	0	0	4.086361022531236	15.87313870543774	KLRK1;KLRC2;CD1D;CD1A
Glomerular Filtration (GO:0003094)	2/13	0.028291603763202697	0.949896871788752	0	0	8.703267392753945	31.028803661585343	IGHA1;JCHAIN
Renal Filtration (GO:0097205)	2/15	0.03707363520360892	0.949896871788752	0	0	7.36355087455332	24.261789733263072	IGHA1;JCHAIN
Activin Receptor Signaling Pathway (GO:0032924)	2/16	0.0418051008520384	0.949896871788752	0	0	6.837233670974502	21.70641814501122	ACVR1C;ACVR2A
Positive Regulation Of Peptidyl-Lysine Acetylation (GO:2000758)	2/17	0.046748706954252206	0.949896871788752	0	0	6.381092094539527	19.545085244845655	DIP2A;SOX4
