Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Sebaleic Acid Formation And Metabolism WP5315	1/5	0.0986220154269925	0.9998932614120352	0	0	11.942073170731707	27.663343918177745	FADS1
GLP 1 Secretion From Intestine To Portal Vein WP5446	1/5	0.0986220154269925	0.9998932614120352	0	0	11.942073170731707	27.663343918177745	GNAQ
1Q21 1 Copy Number Variation Syndrome WP4905	2/27	0.10566928605532618	0.9998932614120352	0	0	3.8266992665036677	8.600280845011179	BCL9;NBPF12
Somatroph Axis GH Relationship To Dietary Restriction And Aging WP4186	1/6	0.11714993536272739	0.9998932614120352	0	0	9.553170731707317	20.48487036027597	IGF1R
Metabolism Of Alpha Linolenic Acid WP4586	1/6	0.11714993536272739	0.9998932614120352	0	0	9.553170731707317	20.48487036027597	FADS1
Linoleic Acid Metabolism Affected By SARS CoV 2 WP4853	1/6	0.11714993536272739	0.9998932614120352	0	0	9.553170731707317	20.48487036027597	FADS1
Prostaglandin And Leukotriene Metabolism In Senescence WP5122	2/31	0.13284960432017498	0.9998932614120352	0	0	3.2982041986341795	6.657549138528779	CYSLTR1;GNAQ
Hijack Of Ubiquitination By SARS CoV 2 WP4860	1/8	0.15307374440228458	0.9998932614120352	0	0	6.822996515679442	12.805641968872239	ZYG11B
Effects Of Nitric Oxide WP1995	1/8	0.15307374440228458	0.9998932614120352	0	0	6.822996515679442	12.805641968872239	HBA1
Cytosine Methylation WP3585	1/8	0.15307374440228458	0.9998932614120352	0	0	6.822996515679442	12.805641968872239	TET1
Prostaglandin And Leukotriene Metabolism In Senescence WP5321	2/34	0.15414659227268748	0.9998932614120352	0	0	2.988539119804401	5.588123553436806	CYSLTR1;GNAQ
Endoderm Differentiation WP2853	5/140	0.16197215969350182	0.9998932614120352	0	0	1.7746761539864988	3.2304976848884506	DAB2;NOG;TET1;DIP2A;TCF4
Mesodermal Commitment Pathway WP2857	5/145	0.17892646157387276	0.9998932614120352	0	0	1.7108550316678395	2.944005783068379	NOG;TET1;DIP2A;TCF4;ACVR2A
Striated Muscle Contraction Pathway WP383	2/38	0.1834419543414185	0.9998932614120352	0	0	2.6559358869872316	4.504087430025136	TPM2;TTN
Catabolism Of Skeletal Muscle In Cachexia WP5474	2/40	0.19837661809600624	0.9998932614120352	0	0	2.5158924205378974	4.069677246391725	ACVR2A;IGF1R
Bone Morphogenic Protein Signaling And Regulation WP1425	1/12	0.22060536956790613	0.9998932614120352	0	0	4.341019955654102	6.56093001005214	NOG
Development Of Pulmonary Dendritic Cells And Macrophage Subsets WP3892	1/13	0.23663152205927043	0.9998932614120352	0	0	3.9790650406504064	5.734831894594622	TCF4
ncRNAs Involved In STAT3 Signaling In Hepatocellular Carcinoma WP4337	1/13	0.23663152205927043	0.9998932614120352	0	0	3.9790650406504064	5.734831894594622	SOX4
Genes Targeted By miRNAs In Adipocytes WP1992	1/13	0.23663152205927043	0.9998932614120352	0	0	3.9790650406504064	5.734831894594622	KCNQ1
Cell Type Dependent Selectivity Of CCK2R Signaling WP3679	1/13	0.23663152205927043	0.9998932614120352	0	0	3.9790650406504064	5.734831894594622	GNAQ
Wnt Signaling WP363	2/47	0.25151107502888226	0.9998932614120352	0	0	2.123770714479761	2.931373297058187	BCL9;TCF4
Omega 9 Fatty Acid Synthesis WP4724	1/14	0.25232892491805337	0.9998932614120352	0	0	3.6727954971857413	5.057519411355589	FADS1
Mod Of PI3K Akt mTOR Signaling By Bioactive Sphingolipids WP5192	1/14	0.25232892491805337	0.9998932614120352	0	0	3.6727954971857413	5.057519411355589	IGF1R
H19 Rb E2F1 And CDK Beta Catenin In Colorectal Cancer WP3969	1/14	0.25232892491805337	0.9998932614120352	0	0	3.6727954971857413	5.057519411355589	SOX4
Kennedy Pathway From Sphingolipids WP3933	1/14	0.25232892491805337	0.9998932614120352	0	0	3.6727954971857413	5.057519411355589	CHKB
Omega 6 Fatty Acids In Senescence WP5424	2/48	0.2591564181228586	0.9998932614120352	0	0	2.077495482087807	2.805290905372041	CYSLTR1;FADS1
Omega 3 Omega 6 Fatty Acid Synthesis WP4723	1/15	0.2677043057859186	0.9998932614120352	0	0	3.4102787456445993	4.494311703921099	FADS1
OSX And miRNAs In Tooth Development WP3971	1/15	0.2677043057859186	0.9998932614120352	0	0	3.4102787456445993	4.494311703921099	NOTCH3
